Iteration	Posterior	Likelihood	Prior	mu	sigma
464	-29.3288	-23.6398	-5.68896	15.3123	2.69323
465	-29.319	-23.6301	-5.68896	15.2429	2.69323
466	-29.0844	-23.9177	-5.16679	15.2429	2.17106
467	-29.0844	-23.9177	-5.16679	15.2429	2.17106
468	-29.4756	-24.5351	-4.94043	15.2429	1.94469
469	-32.8779	-28.3729	-4.50502	15.7165	1.50929
470	-29.3729	-24.1898	-5.18314	15.7165	2.18741
471	-29.3729	-24.1898	-5.18314	15.7165	2.18741
472	-29.0803	-23.8972	-5.18314	15.2876	2.18741
473	-29.0718	-23.8886	-5.18314	15.1096	2.18741
474	-29.0426	-23.8059	-5.23677	15.1096	2.24104
475	-29.1423	-23.9055	-5.23677	14.8524	2.24104
476	-29.6277	-24.7273	-4.9004	15.3397	1.90467
477	-31.9535	-27.3504	-4.60316	15.7759	1.60743
478	-30.4587	-25.6432	-4.8155	15.7759	1.81977
479	-30.4587	-25.6432	-4.8155	15.7759	1.81977
480	-29.9518	-25.1362	-4.8155	15.0187	1.81977
481	-30.2004	-25.4361	-4.76427	15.0187	1.76853
482	-30.1251	-25.3463	-4.77888	15.0187	1.78314
483	-30.1251	-25.3463	-4.77888	15.0187	1.78314
484	-30.3134	-25.5757	-4.73763	15.2407	1.7419
485	-30.3064	-25.5687	-4.73763	15.1764	1.7419
486	-30.1143	-25.3111	-4.80317	14.8687	1.80744
487	-29.9733	-25.1701	-4.80317	15.1301	1.80744
488	-30.136	-25.3328	-4.80317	14.8464	1.80744
489	-29.9724	-25.1692	-4.80317	15.137	1.80744
490	-30.1151	-25.3119	-4.80317	15.4834	1.80744
491	-30.0198	-25.2166	-4.80317	15.3557	1.80744
492	-29.9758	-25.1726	-4.80317	15.2364	1.80744
493	-29.1731	-23.845	-5.32803	14.7765	2.3323
494	-29.2338	-23.9058	-5.32803	14.7009	2.3323
495	-29.0341	-23.7061	-5.32803	15.0856	2.3323
496	-29.041	-23.713	-5.32803	15.0506	2.3323
497	-31.2971	-24.6512	-6.64594	14.8188	3.65021
498	-29.3146	-23.6543	-5.66028	14.9483	2.66455
499	-29.4036	-23.7433	-5.66028	14.7536	2.66455
500	-31.4891	-24.77	-6.71905	14.7536	3.72332
501	-31.6111	-24.8409	-6.77016	14.7536	3.77443
502	-32.0324	-25.2623	-6.77016	14.0014	3.77443
503	-31.6528	-24.8826	-6.77016	14.6306	3.77443
504	-31.6528	-24.8826	-6.77016	14.6306	3.77443
505	-31.5507	-24.7806	-6.77016	15.0964	3.77443
506	-33.0565	-25.6782	-7.37829	15.0964	4.38256
507	-33.0565	-25.6782	-7.37829	15.0964	4.38256
508	-30.4258	-24.1386	-6.28715	15.0964	3.29142
509	-31.1693	-24.5847	-6.58453	15.5876	3.5888
510	-30.252	-24.0533	-6.1987	15.3788	3.20297
511	-30.357	-24.1583	-6.1987	15.6823	3.20297
512	-30.3384	-24.1397	-6.1987	15.6431	3.20297
513	-30.3719	-24.1252	-6.24667	15.4562	3.25094
514	-29.6703	-23.7838	-5.88645	15.4562	2.89072
515	-29.7933	-23.9069	-5.88645	15.7088	2.89072
516	-29.7933	-23.9069	-5.88645	15.7088	2.89072
517	-29.2867	-23.936	-5.3507	15.7088	2.35497
518	-29.5132	-24.1625	-5.3507	15.9074	2.35497
519	-29.0319	-23.6811	-5.3507	15.1349	2.35497
520	-29.1821	-23.8314	-5.3507	14.7653	2.35497
521	-29.441	-24.0903	-5.3507	14.5007	2.35497
522	-29.5096	-24.2937	-5.21582	14.5007	2.22009
523	-29.487	-23.9751	-5.51187	14.4928	2.51614
524	-29.9915	-24.4796	-5.51187	14.1244	2.51614
525	-30.7447	-24.8639	-5.88073	13.8032	2.885
526	-33.8463	-28.9577	-4.8886	13.4374	1.89287
527	-33.8463	-28.9577	-4.8886	13.4374	1.89287
528	-31.7017	-26.4402	-5.26148	13.5196	2.26574
529	-31.7017	-26.4402	-5.26148	13.5196	2.26574
530	-31.7017	-26.4402	-5.26148	13.5196	2.26574
531	-30.8922	-24.8602	-6.03205	13.8176	3.03632
532	-30.589	-24.557	-6.03205	14.042	3.03632
533	-30.392	-24.8281	-5.56382	13.9046	2.56809
534	-30.3923	-24.8233	-5.56897	13.9046	2.57324
535	-30.3923	-24.8233	-5.56897	13.9046	2.57324
536	-30.1543	-24.5854	-5.56897	14.0353	2.57324
537	-30.1469	-24.6179	-5.529	14.0353	2.53327
538	-29.6503	-24.1213	-5.529	14.3614	2.53327
539	-29.6803	-24.1513	-5.529	14.3381	2.53327
540	-30.278	-24.749	-5.529	13.9637	2.53327
541	-30.3155	-24.7865	-5.529	13.944	2.53327
542	-31.4086	-25.8796	-5.529	13.4669	2.53327
543	-30.3898	-24.8608	-5.529	13.9059	2.53327
544	-30.3338	-24.4017	-5.93211	14.1336	2.93638
545	-30.3338	-24.4017	-5.93211	14.1336	2.93638
546	-29.9166	-23.9845	-5.93211	14.5704	2.93638
547	-29.8778	-24.5435	-5.33435	14.2112	2.33861
548	-29.8778	-24.5435	-5.33435	14.2112	2.33861
549	-29.9052	-24.6098	-5.29539	14.2112	2.29966
550	-31.1149	-24.696	-6.41885	14.2112	3.42311
551	-29.5624	-24.2284	-5.334	14.4107	2.33827
552	-29.6004	-24.257	-5.34343	14.3819	2.34769
553	-30.3732	-24.3244	-6.04881	14.2614	3.05308
554	-30.2029	-24.5681	-5.63481	14.0214	2.63908
555	-30.6223	-24.5851	-6.03727	14.0214	3.04154
556	-30.4511	-24.4138	-6.03727	14.1679	3.04154
557	-30.4511	-24.4138	-6.03727	14.1679	3.04154
558	-30.8473	-24.5987	-6.2486	14.1383	3.25287
559	-31.3791	-25.1305	-6.2486	13.6919	3.25287
560	-30.8041	-24.5555	-6.2486	14.1833	3.25287
561	-30.881	-24.6324	-6.2486	14.1044	3.25287
562	-30.4034	-24.1548	-6.2486	14.8059	3.25287
563	-30.3415	-24.0929	-6.2486	15.1003	3.25287
564	-30.3628	-24.1142	-6.2486	14.9504	3.25287
565	-29.1215	-23.6065	-5.51507	15.1806	2.51934
566	-29.2674	-23.7524	-5.51507	15.606	2.51934
567	-29.8369	-25.0017	-4.83519	15.1101	1.83946
568	-29.9506	-25.1154	-4.83519	15.4606	1.83946
569	-29.193	-24.1063	-5.08677	15.0272	2.09103
570	-29.0878	-23.9013	-5.18649	15.0272	2.19076
571	-29.0649	-23.8784	-5.18649	15.1786	2.19076
572	-29.2334	-23.6442	-5.58915	15.4062	2.59342
573	-29.1079	-23.9032	-5.20472	15.4062	2.20898
574	-29.2191	-23.6437	-5.5754	15.4062	2.57966
575	-29.2191	-23.6437	-5.5754	15.4062	2.57966
576	-29.2268	-23.6514	-5.5754	14.9239	2.57966
577	-29.1806	-23.6052	-5.5754	15.2192	2.57966
578	-29.1826	-23.6072	-5.5754	15.1082	2.57966
579	-29.2733	-23.6848	-5.58841	14.8472	2.59268
580	-29.9627	-24.3743	-5.58841	14.1583	2.59268
581	-29.4162	-23.8278	-5.58841	14.6279	2.59268
582	-29.5162	-24.139	-5.37716	14.4388	2.38143
583	-30.2885	-24.5355	-5.75297	14.0178	2.75724
584	-30.8719	-25.8539	-5.018	14.0361	2.02227
585	-30.2063	-24.5241	-5.68217	14.0361	2.68644
586	-30.8418	-25.1597	-5.68217	13.6871	2.68644
587	-30.8372	-25.1974	-5.63978	13.6871	2.64405
588	-30.8894	-25.4105	-5.47881	13.6871	2.48307
589	-30.8894	-25.4105	-5.47881	13.6871	2.48307
590	-30.276	-24.7972	-5.47881	13.9676	2.48307
591	-30.3802	-24.9014	-5.47881	13.9155	2.48307
592	-29.9907	-24.5119	-5.47881	14.1232	2.48307
593	-29.9907	-24.5119	-5.47881	14.1232	2.48307
594	-30.1141	-24.3839	-5.73021	14.1232	2.73448
595	-30.0901	-24.8116	-5.27853	14.1232	2.2828
596	-29.9347	-24.6562	-5.27853	14.2032	2.2828
597	-30.5878	-24.4474	-6.14042	14.2032	3.14469
598	-30.6956	-25.7492	-4.94639	14.2032	1.95065
599	-29.8581	-24.3932	-5.46493	14.2032	2.46919
600	-30.5832	-25.1183	-5.46493	13.8229	2.46919
601	-30.8958	-24.855	-6.04082	13.8229	3.04509
602	-30.4549	-24.4141	-6.04082	14.1696	3.04509
603	-29.4289	-23.8253	-5.60361	14.6298	2.60788
604	-29.4289	-23.8253	-5.60361	14.6298	2.60788
605	-29.442	-24.3124	-5.12954	14.6298	2.13381
606	-30.0359	-24.0136	-6.02238	14.6298	3.02664
607	-31.2642	-26.4309	-4.83337	14.1942	1.83764
608	-30.8486	-26.0152	-4.83337	14.3495	1.83764
609	-30.1699	-25.3366	-4.83337	14.7022	1.83764
610	-29.414	-23.7731	-5.64092	14.7022	2.64519
611	-29.4447	-23.8038	-5.64092	14.6589	2.64519
612	-29.5662	-23.9253	-5.64092	14.5145	2.64519
613	-29.7428	-24.1019	-5.64092	14.3485	2.64519
614	-29.5226	-23.8817	-5.64092	14.5624	2.64519
615	-29.6238	-23.9829	-5.64092	14.4561	2.64519
616	-29.6238	-23.9829	-5.64092	14.4561	2.64519
617	-29.7687	-24.1278	-5.64092	14.3269	2.64519
618	-29.8532	-24.1248	-5.72841	14.3269	2.73268
619	-29.671	-24.2201	-5.45089	14.3269	2.45516
620	-30.1677	-24.2061	-5.96163	14.3269	2.96589
621	-29.6438	-24.6879	-4.95588	14.7681	1.96015
622	-29.6389	-24.683	-4.95588	14.7728	1.96015
623	-30.1274	-24.0192	-6.10817	14.7728	3.11244
624	-30.0437	-23.9355	-6.10817	15.1668	3.11244
625	-29.5091	-23.6905	-5.81855	15.1668	2.82281
626	-29.1033	-23.9288	-5.17446	15.0076	2.17873
627	-29.1424	-23.968	-5.17446	14.92	2.17873
628	-29.0478	-23.6541	-5.39372	15.2439	2.39799
629	-30.2101	-24.0227	-6.18735	15.2439	3.19162
630	-29.4539	-24.5055	-4.94837	15.2439	1.95263
631	-29.2409	-24.1968	-5.04411	15.2439	2.04838
632	-29.3484	-24.3043	-5.04411	15.4837	2.04838
633	-29.2354	-24.1913	-5.04411	15.1783	2.04838
634	-29.256	-24.2119	-5.04411	15.3073	2.04838
635	-29.8382	-24.794	-5.04411	15.8868	2.04838
636	-29.9783	-24.9876	-4.99066	15.8868	1.99493
637	-30.0998	-25.1092	-4.99066	15.9519	1.99493
638	-30.4432	-24.1745	-6.26867	15.5364	3.27294
639	-29.216	-23.7115	-5.50449	15.5364	2.50876
640	-29.1245	-23.62	-5.50449	15.2978	2.50876
641	-30.3309	-24.0893	-6.24168	15.2978	3.24595
642	-30.3293	-24.0876	-6.24168	15.2822	3.24595
643	-29.4282	-23.6966	-5.73165	15.4563	2.73591
644	-29.422	-23.6904	-5.73165	14.9119	2.73591
645	-29.3845	-23.6528	-5.73165	15.0602	2.73591
646	-29.5615	-23.8299	-5.73165	14.648	2.73591
647	-29.3568	-23.8196	-5.53718	14.648	2.54145
648	-29.3156	-23.7784	-5.53718	14.7011	2.54145
649	-29.2906	-23.7534	-5.53718	14.7365	2.54145
650	-29.8244	-24.9149	-4.90956	14.7365	1.91383
651	-29.8143	-24.9018	-4.91253	14.7365	1.9168
652	-29.6521	-24.7396	-4.91253	14.9043	1.9168
653	-29.6521	-24.7396	-4.91253	14.9043	1.9168
654	-29.5694	-24.6569	-4.91253	15.2888	1.9168
655	-29.5872	-24.6747	-4.91253	15.3366	1.9168
656	-30.3647	-25.4522	-4.91253	15.9484	1.9168
657	-29.563	-24.1574	-5.40562	15.9484	2.40989
658	-29.4982	-24.0926	-5.40562	15.898	2.40989
659	-29.1552	-23.7496	-5.40562	15.5272	2.40989
660	-30.3432	-24.1201	-6.22309	15.5272	3.22736
661	-30.3791	-24.156	-6.22309	15.621	3.22736
662	-31.4343	-24.7414	-6.69283	15.621	3.6971
663	-31.6561	-24.9633	-6.69283	16.0727	3.6971
664	-31.3392	-24.7898	-6.5494	16.0727	3.55366
665	-31.4494	-24.9	-6.5494	16.2164	3.55366
666	-30.4609	-24.4409	-6.01999	16.2164	3.02426
667	-30.4609	-24.4409	-6.01999	16.2164	3.02426
668	-29.4993	-24.0092	-5.49002	15.8795	2.49429
669	-29.905	-24.415	-5.49002	16.1758	2.49429
670	-29.5505	-24.0605	-5.49002	15.9235	2.49429
671	-29.9705	-24.0757	-5.89479	15.9235	2.89906
672	-29.9935	-24.2852	-5.70827	16.1545	2.71253
673	-29.5568	-23.8486	-5.70827	15.7374	2.71253
674	-29.3475	-24.1676	-5.1799	15.6906	2.18417
675	-29.1174	-23.9375	-5.1799	15.3893	2.18417
676	-29.1399	-23.96	-5.1799	15.4348	2.18417
677	-29.1507	-23.6053	-5.54548	15.13	2.54975
678	-29.4597	-23.7059	-5.75376	14.8955	2.75803
679	-29.1973	-23.8319	-5.36533	14.7474	2.36959
680	-29.2721	-23.9068	-5.36533	14.6585	2.36959
681	-29.2713	-23.9059	-5.36533	14.6594	2.36959
682	-29.0799	-23.7146	-5.36533	14.9485	2.36959
683	-29.1531	-23.6489	-5.50425	15.402	2.50852
684	-29.6188	-23.753	-5.86586	15.402	2.87012
685	-29.6234	-23.7575	-5.86586	14.9333	2.87012
686	-29.6657	-23.7998	-5.86586	14.8173	2.87012
687	-29.6835	-23.8177	-5.86586	14.7783	2.87012
688	-30.3919	-24.5261	-5.86586	14.0245	2.87012
689	-30.3919	-24.5261	-5.86586	14.0245	2.87012
690	-29.9581	-24.0923	-5.86586	14.3944	2.87012
691	-29.4264	-23.8984	-5.52803	14.5621	2.5323
692	-29.4264	-23.8984	-5.52803	14.5621	2.5323
693	-29.9349	-24.4068	-5.52803	14.1614	2.5323
694	-31.3541	-25.826	-5.52803	13.4878	2.5323
695	-31.0668	-25.5388	-5.52803	13.6007	2.5323
696	-31.0668	-25.5388	-5.52803	13.6007	2.5323
697	-31.0668	-25.5388	-5.52803	13.6007	2.5323
698	-29.6339	-24.1059	-5.52803	14.374	2.5323
699	-31.707	-25.0352	-6.67185	14.1415	3.67612
700	-29.9607	-24.4686	-5.49209	14.1415	2.49635
701	-29.3508	-23.8587	-5.49209	14.6195	2.49635
702	-29.1286	-23.6365	-5.49209	15.3555	2.49635
703	-29.0706	-23.8341	-5.23653	15.3555	2.24079
704	-29.1637	-23.9272	-5.23653	15.5303	2.24079
705	-29.8146	-24.9286	-4.88608	15.5303	1.89035
706	-29.957	-25.0709	-4.88608	15.6526	1.89035
707	-29.2474	-23.9735	-5.27395	15.6526	2.27821
708	-29.529	-24.255	-5.27395	15.8966	2.27821
709	-31.3346	-24.737	-6.59755	15.8966	3.60182
710	-29.4997	-24.1527	-5.34699	15.8966	2.35125
711	-30.6404	-24.3642	-6.27623	15.8966	3.2805
712	-30.8827	-24.6065	-6.27623	16.196	3.2805
713	-30.5496	-24.4602	-6.08938	16.196	3.09365
714	-29.9371	-24.4837	-5.4534	16.196	2.45766
715	-30.3433	-24.8899	-5.4534	16.4134	2.45766
716	-29.6925	-24.2391	-5.4534	16.0392	2.45766
717	-30.5985	-25.6935	-4.90505	16.0392	1.90932
718	-30.1999	-24.7118	-5.4881	16.3448	2.49237
719	-31.0696	-24.7738	-6.29588	16.3448	3.30014
720	-31.1326	-24.8367	-6.29588	16.402	3.30014
721	-30.1772	-24.2872	-5.88997	16.1336	2.89424
722	-30.5834	-24.6934	-5.88997	16.4399	2.89424
723	-30.0121	-24.1221	-5.88997	15.9764	2.89424
724	-29.5365	-23.7847	-5.75183	15.6223	2.7561
725	-29.7569	-24.0051	-5.75183	15.9066	2.7561
726	-29.7569	-24.0051	-5.75183	15.9066	2.7561
727	-29.5828	-23.831	-5.75183	15.695	2.7561
728	-29.4098	-23.658	-5.75183	15.0921	2.7561
729	-29.0817	-23.6269	-5.4548	15.0921	2.45907
730	-29.0817	-23.6269	-5.4548	15.0921	2.45907
731	-29.1726	-23.7178	-5.4548	14.8338	2.45907
732	-29.1557	-23.7009	-5.4548	14.8652	2.45907
733	-29.2039	-23.7491	-5.4548	14.7822	2.45907
734	-29.6024	-24.1476	-5.4548	14.3777	2.45907
735	-29.9232	-24.4684	-5.4548	14.1633	2.45907
736	-29.8036	-24.3488	-5.4548	14.2375	2.45907
737	-29.562	-24.2439	-5.31809	14.4151	2.32236
738	-30.3333	-24.2775	-6.05586	14.316	3.06013
739	-30.3333	-24.2775	-6.05586	14.316	3.06013
740	-30.6013	-24.5455	-6.05586	14.0616	3.06013
741	-31.9662	-25.1981	-6.76816	14.0789	3.77243
742	-32.3251	-25.4989	-6.82616	13.8049	3.83042
743	-29.9225	-24.4001	-5.52238	14.1683	2.52665
744	-29.9225	-24.4001	-5.52238	14.1683	2.52665
745	-32.028	-25.1237	-6.90426	14.4947	3.90853
746	-31.9593	-25.0551	-6.90426	14.6716	3.90853
747	-29.7682	-23.886	-5.88217	14.6716	2.88644
748	-29.9365	-25.035	-4.90153	14.6716	1.9058
749	-30.2456	-25.344	-4.90153	14.4839	1.9058
750	-29.6829	-24.7814	-4.90153	14.9115	1.9058
751	-29.2914	-23.661	-5.63045	14.9115	2.63472
752	-30.9635	-24.4505	-6.51297	14.9115	3.51724
753	-30.9362	-24.4233	-6.51297	15.1274	3.51724
754	-30.9506	-24.4376	-6.51297	15.3703	3.51724
755	-31.0367	-24.5237	-6.51297	15.6764	3.51724
756	-30.938	-24.4251	-6.51297	15.2582	3.51724
757	-30.9899	-24.4769	-6.51297	15.5431	3.51724
758	-29.2986	-23.7052	-5.59341	15.5431	2.59768
759	-29.2464	-23.653	-5.59341	15.4298	2.59768
760	-31.1531	-26.5369	-4.61619	15.1156	1.62046
761	-31.2091	-26.5929	-4.61619	15.3573	1.62046
762	-31.2091	-26.5929	-4.61619	15.3573	1.62046
763	-31.1834	-26.5672	-4.61619	15.0359	1.62046
764	-31.1834	-26.5672	-4.61619	15.0359	1.62046
765	-31.2179	-26.6017	-4.61619	15.3696	1.62046
766	-31.2179	-26.6017	-4.61619	15.3696	1.62046
767	-30.0688	-25.2581	-4.81069	14.8798	1.81496
768	-29.5336	-24.5748	-4.9588	14.8798	1.96307
769	-29.5072	-24.5385	-4.96874	14.8798	1.97301
770	-29.1794	-24.0868	-5.09258	15.3067	2.09685
771	-29.3096	-24.217	-5.09258	14.8127	2.09685
772	-29.682	-24.5894	-5.09258	14.498	2.09685
773	-29.5088	-23.9334	-5.57547	14.5132	2.57974
774	-29.3446	-23.7691	-5.57547	14.7064	2.57974
775	-29.2675	-23.692	-5.57547	15.5183	2.57974
776	-29.2675	-23.692	-5.57547	15.5183	2.57974
777	-29.3944	-23.7073	-5.68701	15.5183	2.69127
778	-29.3452	-23.6582	-5.68701	15.3908	2.69127
779	-29.4676	-24.504	-4.96358	15.3908	1.96785
780	-29.94	-24.9764	-4.96358	15.8176	1.96785
781	-29.8019	-24.8383	-4.96358	15.728	1.96785
782	-29.3135	-23.9001	-5.41339	15.728	2.41765
783	-30.6895	-25.9322	-4.75731	15.728	1.76158
784	-29.5693	-23.8455	-5.72382	15.728	2.72809
785	-29.5807	-23.8569	-5.72382	15.7432	2.72809
786	-29.4575	-23.8427	-5.61485	15.7432	2.61911
787	-29.0767	-23.8703	-5.2064	15.3293	2.21067
788	-29.3589	-24.1525	-5.2064	15.7229	2.21067
789	-29.0621	-23.8557	-5.2064	15.2728	2.21067
790	-29.3591	-24.1527	-5.2064	14.6281	2.21067
791	-29.5487	-23.8433	-5.70535	14.6198	2.70961
792	-29.5465	-24.4738	-5.07269	14.6198	2.07696
793	-29.5473	-24.4751	-5.07224	14.6198	2.0765
794	-29.1959	-24.1237	-5.07224	15.0993	2.0765
795	-29.2158	-24.1436	-5.07224	15.0239	2.0765
796	-30.0917	-25.0194	-5.07224	14.2934	2.0765
797	-30.6417	-24.4269	-6.2148	14.2934	3.21906
798	-30.4415	-24.2267	-6.2148	14.5726	3.21906
799	-29.5722	-24.479	-5.09319	14.5726	2.09746
800	-30.0308	-24.0246	-6.00618	14.5909	3.01044
801	-29.8597	-24.8996	-4.96011	14.5909	1.96438
802	-29.6215	-24.6614	-4.96011	14.778	1.96438
803	-30.2787	-25.3186	-4.96011	14.36	1.96438
804	-30.2464	-25.2863	-4.96011	14.3754	1.96438
805	-30.4025	-24.2982	-6.10431	14.3337	3.10858
806	-30.6964	-24.5921	-6.10431	14.0457	3.10858
807	-30.6662	-24.5619	-6.10431	14.0718	3.10858
808	-30.2644	-24.4544	-5.80996	14.0718	2.81423
809	-30.0087	-24.1988	-5.80996	14.2737	2.81423
810	-29.8576	-24.6291	-5.22843	14.2737	2.23269
811	-30.3114	-24.167	-6.14444	14.5564	3.14871
812	-29.9378	-24.4619	-5.4759	14.1546	2.48016
813	-29.9378	-24.4619	-5.4759	14.1546	2.48016
814	-30.3604	-24.8845	-5.4759	13.9256	2.48016
815	-30.0456	-24.5697	-5.4759	14.0916	2.48016
816	-30.2379	-24.762	-5.4759	13.9875	2.48016
817	-29.4527	-23.9768	-5.4759	14.508	2.48016
818	-29.7371	-23.9558	-5.78122	14.508	2.78549
819	-29.4776	-23.6964	-5.78122	14.9681	2.78549
820	-29.2568	-23.6396	-5.61723	14.9681	2.6215
821	-29.5246	-23.9074	-5.61723	14.5344	2.6215
822	-29.5246	-23.9074	-5.61723	14.5344	2.6215
823	-29.5919	-24.6445	-4.94739	14.8473	1.95166
824	-29.5919	-24.6445	-4.94739	14.8473	1.95166
825	-29.502	-24.5546	-4.94739	14.9774	1.95166
826	-29.5422	-24.5948	-4.94739	14.9112	1.95166
827	-29.2361	-24.1412	-5.09487	14.9112	2.09914
828	-29.1576	-24.0627	-5.09487	15.1476	2.09914
829	-29.1679	-24.0731	-5.09487	15.275	2.09914
830	-29.1567	-24.0619	-5.09487	15.1728	2.09914
831	-29.1798	-24.0849	-5.09487	15.3182	2.09914
832	-29.315	-23.6373	-5.67769	15.3182	2.68196
833	-31.4243	-24.7538	-6.67052	15.7357	3.67479
834	-30.3607	-24.3531	-6.0076	16.1429	3.01187
835	-30.8438	-24.8362	-6.0076	16.5218	3.01187
836	-30.8438	-24.8362	-6.0076	16.5218	3.01187
837	-32.9963	-25.8072	-7.18911	16.3824	4.19338
838	-32.8005	-25.6113	-7.18911	16.0517	4.19338
839	-29.7218	-24.3695	-5.35225	16.0517	2.35652
840	-30.0829	-24.3252	-5.75764	16.1859	2.76191
841	-30.2837	-25.1758	-5.10793	16.1859	2.1122
842	-30.2837	-25.1758	-5.10793	16.1859	2.1122
843	-30.0497	-24.9417	-5.10793	16.0766	2.1122
844	-30.6232	-25.7028	-4.92046	16.0766	1.92473
845	-30.7945	-25.8741	-4.92046	16.1445	1.92473
846	-31.2684	-26.3479	-4.92046	16.3113	1.92473
847	-30.4327	-24.5157	-5.91699	16.3113	2.92126
848	-31.0648	-25.2778	-5.78699	16.7575	2.79126
849	-31.0648	-25.2778	-5.78699	16.7575	2.79126
850	-31.0963	-25.3093	-5.78699	16.7729	2.79126
851	-30.9842	-25.1972	-5.78699	16.7173	2.79126
852	-30.9377	-25.1507	-5.78699	16.6936	2.79126
853	-32.3332	-25.4018	-6.93136	16.2752	3.93562
854	-32.2697	-25.3384	-6.93136	16.1818	3.93562
855	-30.206	-24.3373	-5.86876	16.1818	2.87302
856	-30.1191	-24.2503	-5.86876	16.1078	2.87302
857	-29.7196	-23.8508	-5.86876	15.6333	2.87302
858	-29.6146	-23.7458	-5.86876	15.3656	2.87302
859	-30.3325	-24.0948	-6.23774	15.3656	3.24201
860	-29.1512	-23.642	-5.50922	15.3848	2.51348
861	-29.1181	-23.6089	-5.50922	15.1306	2.51348
862	-29.1331	-23.6239	-5.50922	15.3204	2.51348
863	-29.1366	-23.6274	-5.50922	15.3347	2.51348
864	-29.1862	-23.677	-5.50922	14.879	2.51348
865	-29.1763	-23.6671	-5.50922	14.9008	2.51348
866	-29.1168	-23.6076	-5.50922	15.1932	2.51348
867	-29.0273	-23.7451	-5.28216	15.1932	2.28643
868	-29.7258	-24.4437	-5.28216	16.0304	2.28643
869	-29.8266	-24.6405	-5.18611	16.0304	2.19038
870	-30.4241	-24.1975	-6.22667	15.7018	3.23093
871	-29.473	-24.3794	-5.09362	15.7018	2.09788
872	-29.4833	-23.7605	-5.72279	15.5988	2.72706
873	-29.2158	-23.7778	-5.438	15.5988	2.44227
874	-29.1982	-23.9157	-5.28248	15.5988	2.28675
875	-30.1175	-24.0188	-6.09876	15.5988	3.10303
876	-30.0246	-23.9258	-6.09876	15.1872	3.10303
877	-30.0254	-23.9267	-6.09876	15.1346	3.10303
878	-30.0248	-23.9261	-6.09876	15.2	3.10303
879	-30.145	-24.0463	-6.09876	15.6573	3.10303
880	-30.145	-24.0463	-6.09876	15.6573	3.10303
881	-30.0247	-23.926	-6.09876	15.1954	3.10303
882	-30.0816	-23.9549	-6.12664	15.1954	3.1309
883	-30.0951	-23.9685	-6.12664	15.0113	3.1309
884	-30.0867	-23.9601	-6.12664	15.2783	3.1309
885	-32.1837	-25.1562	-7.02751	15.2783	4.03177
886	-32.187	-25.1595	-7.02751	15.3218	4.03177
887	-29.3201	-23.6391	-5.68103	15.3218	2.6853
888	-29.6015	-23.9205	-5.68103	15.8292	2.6853
889	-30.2587	-25.3781	-4.88064	15.8292	1.8849
890	-29.6612	-24.7805	-4.88064	15.2268	1.8849
891	-29.686	-24.8054	-4.88064	15.3181	1.8849
892	-29.1066	-23.8698	-5.23685	14.9135	2.24112
893	-29.6215	-23.754	-5.86752	15.4016	2.87178
894	-29.6656	-23.7981	-5.86752	15.5275	2.87178
895	-29.1477	-23.979	-5.16874	15.432	2.17301
896	-29.9438	-24.7751	-5.16874	16.0798	2.17301
897	-30.3989	-24.4254	-5.97351	16.2229	2.97778
898	-29.9021	-24.083	-5.81908	15.9663	2.82334
899	-29.9021	-24.083	-5.81908	15.9663	2.82334
900	-29.9118	-23.9294	-5.98242	15.628	2.98669
901	-29.815	-23.8326	-5.98242	15.3542	2.98669
902	-29.0584	-23.7118	-5.34651	15.3542	2.35077
903	-29.1464	-23.7999	-5.34651	15.5351	2.35077
904	-29.094	-23.7475	-5.34651	15.4426	2.35077
905	-29.1142	-23.9317	-5.18251	14.9645	2.18678
906	-29.8417	-24.6592	-5.18251	14.3152	2.18678
907	-29.6506	-24.2792	-5.37133	14.3426	2.3756
908	-29.4417	-24.0703	-5.37133	14.4987	2.3756
909	-29.4243	-24.0529	-5.37133	14.5134	2.3756
910	-30.5744	-25.7828	-4.79155	14.5801	1.79581
911	-30.8095	-26.018	-4.79155	14.4641	1.79581
912	-30.8095	-26.018	-4.79155	14.4641	1.79581
913	-30.5201	-25.6728	-4.8473	14.4641	1.85157
914	-31.0304	-26.1436	-4.8868	14.177	1.89107
915	-30.5838	-25.5565	-5.02723	14.1328	2.03149
916	-30.3629	-24.2134	-6.14947	14.4928	3.15374
917	-30.3629	-24.2134	-6.14947	14.4928	3.15374
918	-30.622	-24.3033	-6.31871	14.6409	3.32298
919	-30.5492	-24.2305	-6.31871	14.8217	3.32298
920	-30.5189	-24.2002	-6.31871	14.934	3.32298
921	-30.7318	-24.4131	-6.31871	14.4486	3.32298
922	-30.6075	-24.2888	-6.31871	14.6717	3.32298
923	-30.2574	-24.1073	-6.1501	14.6717	3.15437
924	-30.642	-24.4919	-6.1501	14.166	3.15437
925	-30.642	-24.4919	-6.1501	14.166	3.15437
926	-30.642	-24.4919	-6.1501	14.166	3.15437
927	-30.6754	-24.5253	-6.1501	14.1336	3.15437
928	-31.4434	-24.8088	-6.63465	14.4105	3.63892
929	-31.1947	-24.5937	-6.60103	14.8071	3.6053
930	-31.2195	-24.5903	-6.62918	15.0123	3.63344
931	-31.2389	-24.6097	-6.62918	15.4548	3.63344
932	-31.2316	-24.6024	-6.62918	14.9332	3.63344
933	-29.4363	-23.6844	-5.75182	14.9583	2.75609
